Date,Open,High,Low,Close,Adj Close,Volume
2003-07-14,381.030121,442.486572,381.030121,417.903992,207.213943,1844993927
2003-07-21,417.903992,430.195282,381.030121,405.612701,201.119385,504991587
2003-07-28,393.321411,405.612701,356.447510,381.030121,188.930344,288966730
2003-08-04,381.030121,393.321411,344.156219,381.030121,188.930344,715196267
2003-08-11,368.738800,381.030121,368.738800,381.030121,188.930344,75508729
2003-08-18,381.030121,417.903992,368.738800,417.903992,207.213943,352428316
2003-08-25,405.612701,417.903992,393.321411,417.903992,207.213943,231817538
2003-09-01,405.612701,442.486572,381.030121,430.195282,213.308456,636254213
2003-09-08,430.195282,430.195282,405.612701,417.903992,207.213943,287131080
2003-09-15,405.612701,430.195282,405.612701,430.195282,213.308456,234384395
2003-09-22,430.195282,430.195282,405.612701,430.195282,213.308456,161606256
2003-09-29,417.903992,430.195282,405.612701,430.195282,213.308456,240009312
2003-10-06,430.195282,454.777863,405.612701,454.777863,225.497482,622909400
2003-10-13,454.777863,503.943054,442.486572,467.069153,231.592056,451871670
2003-10-20,467.069153,467.069153,430.195282,454.777863,225.497482,312419305
2003-10-27,442.486572,479.360474,442.486572,467.069153,231.592056,342524963
2003-11-03,467.069153,479.360474,430.195282,442.486572,219.402939,343013114
2003-11-10,442.486572,454.777863,393.321411,417.903992,207.213943,548370868
2003-11-17,417.903992,454.777863,393.321411,454.777863,225.497482,415056995
2003-11-24,454.777863,454.777863,454.777863,454.777863,225.497482,0
2003-12-01,454.777863,467.069153,442.486572,454.777863,225.497482,315204812
2003-12-08,442.486572,491.651764,442.486572,491.651764,243.781097,201766796
2003-12-15,491.651764,491.651764,454.777863,479.360474,237.686584,542469334
2003-12-22,479.360474,516.234314,479.360474,503.943054,263.026917,205183850
2003-12-29,503.943054,503.943054,479.360474,491.651764,256.611664,137552645
2004-01-05,503.943054,614.564697,491.651764,614.564697,320.764587,814199270
2004-01-12,602.273376,688.312439,565.399536,663.729858,346.425751,547887803
2004-01-19,663.729858,700.603760,639.147278,700.603760,365.671600,225193948
2004-01-26,700.603760,737.477600,614.564697,639.147278,333.595154,920595718
2004-02-02,639.147278,712.895020,602.273376,700.603760,365.671600,427986878
2004-02-09,700.603760,712.895020,663.729858,688.312439,359.256348,306537092
2004-02-16,676.021179,774.351501,676.021179,762.060242,397.748077,532236480
2004-02-23,762.060242,762.060242,688.312439,688.312439,359.256348,396915088
2004-03-01,700.603760,762.060242,663.729858,737.477600,384.917511,385000150
2004-03-08,725.186340,737.477600,688.312439,688.312439,359.256348,348589216
2004-03-15,700.603760,700.603760,639.147278,688.312439,359.256348,378511818
2004-03-22,688.312439,688.312439,626.855957,651.438599,340.010468,312115229
2004-03-29,651.438599,688.312439,614.564697,688.312439,359.256348,611893473
2004-04-05,688.312439,725.186340,688.312439,712.895020,372.086945,340435071
2004-04-12,700.603760,712.895020,676.021179,700.603760,365.671600,259269896
2004-04-19,700.603760,762.060242,700.603760,762.060242,397.748077,849676618
2004-04-26,749.768921,762.060242,700.603760,712.895020,372.086945,466805004
2004-05-03,712.895020,712.895020,639.147278,663.729858,346.425751,386785966
2004-05-10,639.147278,676.021179,589.982117,639.147278,333.595154,681818985
2004-05-17,589.982117,626.855957,553.108215,614.564697,320.764587,445230791
2004-05-24,614.564697,626.855957,577.690796,626.855957,327.179840,328292328
2004-05-31,614.564697,626.855957,540.816956,553.108215,288.688110,469929167
2004-06-07,553.108215,602.273376,540.816956,589.982117,307.934052,692106754
2004-06-14,565.399536,565.399536,516.234314,528.525635,275.857483,271106527
2004-06-21,528.525635,565.399536,516.234314,565.399536,312.003571,171244175
2004-06-28,565.399536,602.273376,553.108215,589.982117,325.569061,295402178
2004-07-05,589.982117,639.147278,589.982117,614.564697,339.134399,312877963
2004-07-12,614.564697,626.855957,577.690796,602.273376,332.351715,182802152
2004-07-19,602.273376,614.564697,577.690796,614.564697,339.134399,149702504
2004-07-26,614.564697,614.564697,589.982117,614.564697,339.134399,143735882
2004-08-02,602.273376,626.855957,602.273376,614.564697,339.134399,167271851
2004-08-09,602.273376,614.564697,589.982117,602.273376,332.351715,218614085
2004-08-16,589.982117,602.273376,589.982117,602.273376,332.351715,45453920
2004-08-23,589.982117,614.564697,565.399536,614.564697,339.134399,381562757
2004-08-30,602.273376,676.021179,602.273376,663.729858,366.265137,497903236
2004-09-06,663.729858,700.603760,639.147278,700.603760,386.613220,631144905
2004-09-13,700.603760,725.186340,688.312439,712.895020,393.395874,403058664
2004-09-20,712.895020,725.186340,700.603760,725.186340,400.178589,334916936
2004-09-27,725.186340,725.186340,688.312439,712.895020,393.395874,151192380
2004-10-04,712.895020,774.351501,712.895020,774.351501,427.309265,456043322
2004-10-11,762.060242,774.351501,725.186340,749.768921,413.743896,278584380
2004-10-18,749.768921,749.768921,700.603760,737.477600,406.961273,359254284
2004-10-25,712.895020,786.642822,712.895020,774.351501,427.309265,329870681
2004-11-01,774.351501,848.099304,774.351501,823.516663,454.440094,434885052
2004-11-08,811.225403,848.099304,786.642822,835.807983,461.222687,246915622
2004-11-15,835.807983,835.807983,835.807983,835.807983,461.222687,0
2004-11-22,848.099304,958.720947,835.807983,897.264465,495.136169,696730962
2004-11-29,897.264465,983.303528,884.973145,934.138306,515.484253,586652029
2004-12-06,934.138306,971.012207,884.973145,909.555725,501.918884,480002353
2004-12-13,909.555725,921.847046,860.390564,921.847046,508.701538,346187109
2004-12-20,909.555725,958.720947,884.973145,946.429626,540.020996,331297505
2004-12-27,946.429626,971.012207,934.138306,946.429626,540.020996,181718053
2005-01-03,948.887878,1007.886108,909.555725,983.303528,561.060913,610095452
2005-01-10,971.012207,983.303528,919.388794,919.388794,524.591919,349880779
2005-01-17,919.388794,939.054871,904.639221,939.054871,535.812988,235993258
2005-01-24,939.054871,973.470459,934.138306,953.804382,544.229004,350203162
2005-01-31,948.887878,958.720947,889.889648,899.722717,513.370605,619268612
2005-02-07,899.722717,904.639221,860.390564,899.722717,513.370605,626761721
2005-02-14,899.722717,934.138306,884.973145,919.388794,524.591919,629592993
2005-02-21,914.472290,948.887878,884.973145,889.889648,507.760010,553539161
2005-02-28,889.889648,924.305298,884.973145,904.639221,516.176025,322841317
2005-03-07,909.555725,924.305298,889.889648,894.806213,510.565460,285199835
2005-03-14,894.806213,894.806213,830.891479,850.557556,485.317688,656116849
2005-03-21,855.474060,865.307068,825.974915,830.891479,474.096313,455882640
2005-03-28,830.891479,850.557556,806.308899,840.724487,479.707062,378893186
2005-04-04,835.807983,870.223633,835.807983,855.474060,488.123047,204784175
2005-04-11,845.640991,855.474060,816.141907,830.891479,474.096313,251577460
2005-04-18,821.058411,821.058411,781.726257,781.726257,446.043365,234633556
2005-04-25,781.726257,806.308899,668.646362,786.642822,448.848755,851870244
2005-05-02,786.642822,825.974915,776.809753,821.058411,468.485748,136998390
2005-05-09,821.058411,855.474060,806.308899,825.974915,471.291077,635670465
2005-05-16,830.891479,845.640991,801.392334,816.141907,465.680389,291854953
2005-05-23,811.225403,835.807983,806.308899,830.891479,474.096313,218327298
2005-05-30,830.891479,840.724487,722.728088,727.644592,415.185059,820750656
2005-06-06,717.811584,757.143677,707.978516,742.394165,423.601013,449891609
2005-06-13,742.394165,747.310669,703.062012,717.811584,409.574432,450437728
2005-06-20,717.811584,757.143677,712.895020,747.310669,447.288422,415469888
